Cycle,FEC_ID,Cand_ID,Name,Party,District,Dist_curr,Curr_Cand,Cycle_cand,CRPICO,Receip_cd,No_pacs
2018, H8TX05128 , N00042235 , Bunni Pounds (R) , R , TX05 ,      ,   , Y , O , RL ,   
2018, H8TX05136 , N00042236 , Jason Wright (R) , R , TX05 ,      ,   , Y , O , RL ,   
2018, H8TX05144 , N00042237 , Lance Gooden (R) , R , TX05 ,      , Y , Y , O , RW ,   
2018, H8TX05151 , N00042238 , David Stuart Williams (R) , R , TX05 ,      ,   , Y , O , RL ,   
2018, H8TX06225 , N00042239 , Mark Mitchell (R) , R , TX06 ,      ,   , Y , O , RL ,   
2018, H8TX06233 , N00042240 , Ron Wright (R) , R , TX06 ,      , Y , Y , O , RW ,   
2018, H8TX06241 , N00042241 , Shawn Dandridge (R) , R , TX06 ,      ,   , Y , O , RL ,   
2018, H8TX06258 , N00042242 , Shannon Dubberly (R) , R , TX06 ,      ,   , Y , O , RL ,   
2018, H8TX06266 , N00042243 , Jake Ellzey (R) , R , TX06 ,      ,   , Y , O , RL ,   
2018, H8TX06274 , N00042244 , Deborah Gagliardi (R) , R , TX06 ,      ,   , Y , O , RL ,   
2018, H8TX06282 , N00036059 , Ken Cope (R) , R , TX06 ,      ,   , Y , O , RL ,   
2018, H8TX07157 , N00042246 , Jaime Rodriguez (D) , D , TX07 ,      ,   ,   , C , DN ,   
2018, H8TX07165 , N00042247 , Ivan Sanchez (D) , D , TX07 ,      ,   , Y , C , DL ,   
2018, H8TX07173 , N00042248 , Edward Ziegler (R) , R , TX07 ,      ,   , Y , C , RL ,   
2018, H8TX10102 , N00042249 , Tami Walker (D) , D , TX10 ,      ,   , Y , C , DL ,   
2018, H8TX10110 , N00042250 , Mike Siegel (D) , D , TX10 ,      , Y , Y , C , DL ,   
2018, H8TX10128 , N00042251 , Madeline Eden (D) , D , TX10 ,      ,   , Y , C , DL ,   
2018, H8TX11126 , N00042252 , William Betts (R) , R , TX11 ,      ,   , Y , C , RN ,   
2018, H8TX11134 , N00042253 , Paul Myers (R) , R , TX11 ,      ,   , Y , C , RL ,   
2018, H8TX12090 , N00042254 , Jacob Leddy (L) , L , TX12 ,      , Y , Y , C , 3L ,   
2018, H8TX16125 , N00042255 , Alia Garcia-Ureste (R) , R , TX16 ,      ,   , Y , O , RL ,   
2018, H8TX16133 , N00042256 , Rick Seeberger (R) , R , TX16 ,      , Y , Y , O , RL ,   
2018, H8TX16141 , N00042257 , Norma Chavez (D) , D , TX16 ,      ,   , Y , O , DL ,   
2018, H8TX18170 , N00042258 , Donald Batiste (D) , D , TX18 ,      ,   , Y , C , DN ,   
2018, H8TX21216 , N00042259 , Jason Isaac (R) , R , TX21 ,      ,   , Y , O , RL ,   
2018, H8TX21224 , N00033667 , Susan Narvaiz (R) , R , TX21 ,      ,   ,   , O , RL ,   
2018, H8TX21232 , N00042261 , Ricardo Turullols-Bonilla (I) , I , TX21 ,      ,   , Y , O , 3N ,   
2018, H8TX21240 , N00042262 , Samuel Temple (R) , R , TX21 ,      ,   , Y , O , RL ,   
2018, H8TX21257 , N00042263 , William Negley (R) , R , TX21 ,      ,   , Y , O , RL ,   
2018, H8TX21265 , N00042264 , Ivan Andarza (R) , R , TX21 ,      ,   , Y , O , RL ,   
2018, H8TX21273 , N00042265 , Robert Stovall (R) , R , TX21 ,      ,   , Y , O , RL ,   
2018, H8TX21281 , N00042266 , Ryan Krause (R) , R , TX21 ,      ,   , Y , O , RL ,   
2018, H8TX21299 , N00042267 , Foster Hagen (R) , R , TX21 ,      ,   , Y , O , RL ,   
2018, H8TX21307 , N00042268 , Chip Roy (R) , R , TX21 ,      , Y , Y , O , RW ,   
2018, H8TX21315 , N00042269 , Jenifer Sarver (R) , R , TX21 ,      ,   , Y , O , RL ,   
2018, H8TX21323 , N00042270 , Al Poteet (R) , R , TX21 ,      ,   , Y , O , RL ,   
2018, H8TX21331 , N00042271 , Mauro Garza (R) , R , TX21 ,      ,   , Y , O , RL ,   
2018, H8TX21349 , N00042272 , Peggy Wardlaw (R) , R , TX21 ,      ,   , Y , O , RL ,   
2018, H8TX22263 , N00042273 , Steve Brown (D) , D , TX22 ,      ,   , Y , C , DL ,   
2018, H8TX22271 , N00042274 , Margarita Ruiz Johnson (D) , D , TX22 ,      ,   , Y , C , DL ,   
2018, H8TX23162 , N00042275 , Angela Villescaz (D) , D , TX23 ,      ,   , Y , C , DL ,   
2018, H8TX24129 , N00042276 , Josh Imhoff (D) , D , TX24 ,      ,   , Y , C , DL ,   
2018, H8TX25142 , N00042277 , West Hansen (D) , D , TX25 ,      ,   , Y , C , DL ,   
2018, H8TX25159 , N00042278 , Julie Oliver (D) , D , TX25 ,      , Y , Y , C , DL ,   
2018, H8TX27064 , N00005852 , Jerry Hall (R) , R , TX27 ,      ,   , Y , O , RL ,   
2018, H8TX27072 , N00042280 , Bech Bruun (R) , R , TX27 ,      ,   , Y , O , RL ,   
2018, H8TX27080 , N00035790 , Chris Mapp (R) , R , TX27 ,      ,   , Y , O , RL ,   
2018, H8TX29052 , N00042282 , Sylvia Garcia (D) , D , TX29 ,      , Y , Y , O , DW ,   
2018, H8TX29060 , N00042283 , Pedro Valencia (D) , D , TX29 ,      ,   , Y , O , DL ,   
2018, H8TX29078 , N00042284 , Roel Garcia (D) , D , TX29 ,      ,   , Y , O , DL ,   
2018, H8TX29086 , N00042285 , Tahir Javed (D) , D , TX29 ,      ,   , Y , O , DL ,   
2018, H8TX29094 , N00042286 , Phillip Aronoff (R) , R , TX29 ,      , Y , Y , O , RL ,   
2018, H8TX29102 , N00042287 , Carmen Montiel (R) , R , TX29 ,      ,   , Y , O , RL ,   
2018, H8TX29110 , N00042288 , Jaimy Blanco (R) , R , TX29 ,      ,   , Y , O , RL ,   
2018, H8TX32155 , N00037254 , Paul Brown (R) , R , TX32 ,      ,   ,   , C , RL ,   
2018, H8TX32163 , N00042290 , Brett Shipp (D) , D , TX32 ,      ,   , Y , C , DL ,   
2018, H8TX33021 , N00042291 , Willie Billups (R) , R , TX33 ,      , Y , Y , C , RL ,   
2018, H8TX35034 , N00042292 , Ryan Darrell Mckay (I) , I , TX35 ,      ,   , Y , C , 3N ,   
2018, H8VA02111 , N00042293 , Elaine Luria (D) , D , VA02 ,      , Y , Y , C , DW ,   
2018, H8VA04026 , N00042294 , Ryan McAdams (R) , R , VA04 ,      , Y , Y , C , RL ,   
2018, H8VA06096 , N00029768 , Cynthia Dunbar (R) , R , VA06 ,      ,   , Y , O , RL ,   
2018, H8VA06104 , N00042296 , Ben Cline (R) , R , VA06 ,      , Y , Y , O , RW ,   
2018, H8VA06112 , N00042297 , Chaz Haywood (R) , R , VA06 ,      ,   , Y , O , RL ,   
2018, H8VA07110 , N00042298 , Natasha Venita Comer (D) , D , VA07 ,      ,   , Y , C , DN ,   
2018, H8VA09058 , N00042299 , Justin Santopietro (D) , D , VA09 ,      ,   , Y , C , DL ,   
2018, H8VA09066 , N00034572 , Anthony Flaccavento (D) , D , VA09 ,      , Y , Y , C , DL ,   
2018, H8WA03198 , N00042301 , Carolyn Long (D) , D , WA03 ,      , Y , Y , C , DL ,   
2018, H8WA08239 , N00042302 , Shannon Hader (D) , D , WA08 ,      ,   , Y , O , DL ,   
2018, H8WI05173 , N00042303 , David Warnacut (I) , I , WI05 ,      ,   , Y , C , 3N ,   
2018, H8WI07070 , N00042304 , Allen Campos (D) , D , WI07 ,      ,   , Y , C , DN ,   
2018, H8WV03105 , N00042305 , Conrad Lucas (R) , R , WV03 ,      ,   , Y , O , RL ,   
2018, H8WV03113 , N00026987 , Marty Gearheart (R) , R , WV03 ,      ,   , Y , O , RL ,   
2018, P00006478 , N00042307 , Andre Phillip Green (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P00006486 , N00042308 , Andrew Mr. Yang (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P00006494 , N00042309 , Steven John Supreme Singley (U) , U , PRES ,      ,   ,   ,   , UN ,   
2018, P00006502 , N00042310 , Larry D Mr. Sr Bluford (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P00006510 , N00042311 , Damien Garrett Mr. Chiodo (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P00006528 , N00042312 , David Raphael Mr. Herz (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P00006536 , N00042313 , Noah Mr. Bunyan (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P00006544 , N00042314 , Mohammad S Kabir (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P00006551 , N00042315 , Elgen Menefee (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P00006569 , N00042316 , Constanze Amalie Von Braunschbank-Albrechtsbur (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P00006577 , N00042317 , Lawrence Christoper Mr. Jackson (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P00006585 , N00042318 , Michael Wayne Palmer (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P00006593 , N00042319 , Rev. De'Sean Sunlight M Hawthorne (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P00006601 , N00042320 , John Patrick Mr. Martini (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P00006619 , N00042321 , Scott Mccatty (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P00006627 , N00042322 , Brian Nathaniel Rivera (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P00006635 , N00042323 , Michael Jr Ohleger (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P00006643 , N00042324 , Manuel Luis Mr Higareda (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P00006650 , N00042325 , David Christopher Sgt Gevry (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P00006668 , N00042326 , Terence Roger James (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P00006676 , N00042327 , Harry William Braun Iii (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P00006684 , N00042328 , Rev Veronica Ronnie Fuller (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P00006700 , N00042329 , John Mr. Dacey (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P00006718 , N00042330 , Dennis Jeffrey Mr Nusbaum (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P00006726 , N00042331 , J. Gil De Lamadrid (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P00006734 , N00042332 , Terrance James Harvey (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P00006742 , N00042333 , David Frank (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P00006759 , N00042334 , Joshua David Usera (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P00006767 , N00042335 , Korrena Kaye Mrs Usera (3) , 3 , PRES ,      ,   ,   ,   , 3N ,   
2018, P00006775 , N00042336 , Emily Rosas (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P00006783 , N00042337 , Melvin Francis Eberly (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P00006791 , N00042338 , Robert Lee (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P00006809 , N00042339 , Richard Charles Moncada (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P00006817 , N00042340 , Sammy No Middle Name Sam Ret Garret (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, S0KY00271 , N00042341 , Steven Cox (D) , D , KYS1 ,      ,   ,   , C , DN ,   
2018, S0MN00278 , N00042153 , Christopher Chamberlin (R) , R , MN05 ,      ,   ,   , O , RL ,   
2018, S8AL00506 , N00042343 , Chanda Mills Crutcher (I) , I , ALS1 ,      ,   , Y , O , 3L ,   
2018, S8AZ00205 , N00042344 , Che Fowler (D) , D , AZS2 ,      ,   , Y , O , DN ,   
2018, S8AZ00213 , N00042345 , Chris Diegel (R) , R , AZS2 ,      ,   , Y , O , RN ,   
2018, S8CA00416 , N00042346 , Alison Hartson (D) , D , CAS2 ,      ,   , Y , C , DL ,   
2018, S8CA00424 , N00042347 , Christopher Brennan (D) , D , CAS2 ,      ,   , Y , C , DN ,   
2018, S8CA00432 , N00042348 , Jazmina Saavedra (R) , R , CAS2 ,      ,   , Y , C , RN ,   
2018, S8DE00129 , N00042349 , Gene Truono (R) , R , DES1 ,      ,   , Y , C , RL ,   
2018, S8HI00178 , N00042350 , Crystal Carpenter (I) , I , HIS2 ,      ,   , Y , C , 3N ,   
2018, S8MI00414 , N00004108 , Sandy Pensler (R) , R , MIS2 ,      ,   , Y , C , RL ,   
2018, S8MN00560 , N00042352 , Robert Barnheiser (R) , R , MNS2 ,      ,   , Y , C , RN ,   
2018, S8MN00578 , N00042353 , Tina Smith (D) , D , MNS1 , MNS1 , Y , Y , I , DW ,   
2018, S8MN00586 , N00042354 , Karin Housley (R) , R , MNS1 ,      , Y , Y , C , RL ,   
2018, S8NJ00467 , N00042163 , Mohammad Kabir (D) , D , NJ01 ,      ,   ,   , C , DN ,   
2018, S8NJ00475 , N00042356 , Michael Starr Hopkins (D) , D , NJS1 ,      ,   , Y , C , DN ,   
2018, S8TN00345 , N00042357 , Steven David Hughes (R) , R , TNS1 ,      ,   , Y , O , RN ,   
2018, S8TN00352 , N00031141 , Steve Fincher (R) , R , TNS1 ,      ,   , Y , O , RN ,   
2018, S8TN00360 , N00042359 , Rolando Toyos (R) , R , TNS1 ,      ,   , Y , O , RN ,   
2018, S8TN00378 , N00042360 , Lynnette Williams (D) , D , TNS1 ,      ,   , Y , O , DN ,   
2018, S8TN00386 , N00042361 , Philip Bredesen (D) , D , TNS1 ,      , Y , Y , O , DL ,   
2018, S8TX00343 , N00042362 , Mary Miller (R) , R , TXS2 ,      ,   , Y , C , RL ,   
2018, S8TX00350 , N00042363 , Bruce Jacobson (R) , R , TXS2 ,      ,   , Y , C , RL ,   
2018, S8TX00368 , N00042364 , Thomas Dillingham (R) , R , TX06 ,      ,   ,   , O , RL ,   
2018, S8UT00168 , N00042365 , Larry Meyers (R) , R , UTS1 ,      ,   , Y , O , RL ,   
2018, S8VA00305 , N00042366 , Ivan Raiklin (R) , R , VAS1 ,      ,   , Y , C , RN ,   
2018, S8VA00313 , N00042367 , Nick Freitas (R) , R , VAS1 ,      ,   , Y , C , RL ,   
2018, S8WA00210 , N00042368 , David Lee Strider (I) , I , WAS1 ,      ,   , Y , C , 3L ,   
2018, S8WI00232 , N00042369 , Griffin Gilbert Jones (R) , R , WIS1 ,      ,   , Y , C , RL ,   
2018, S8WV00150 , N00042370 , Don Blankenship (3) , 3 , WVS1 ,      ,   , Y , C , 3N ,   
2018, S8WY00189 , N00027793 , Gary Trauner (D) , D , WYS1 ,      , Y , Y , C , DL ,   
2018, H8MD07042 , N00026756 , Ray Bly (R) , R , MD07 ,      ,   , Y , C , RL ,   
2018, H6IL07305 , N00040336 , Jeff Leef (R) , R , IL07 ,      ,   , Y , C , RL ,   
2018, H6MD06261 , N00040378 , Ted Athey (I) , I , MD06 ,      ,   , Y , O , 3N ,   
2018, H4IL14124 , N00036091 , John Hosta (D) , D , IL14 ,      ,   , Y , C , DL ,   
2018, H4IL17077 , N00036891 , Bill Fawell (R) , R , IL17 ,      , Y , Y , C , RL ,   
2018, S6MN00333 , N00027673 , Harold Shudlick (R) , R , MNS2 ,      ,   , Y , C , RN ,   
2018, H6IL04120 , N00027857 , Ann Melichar (R) , R , IL04 ,      ,   ,   , O , RN ,   
2018, H6IL03148 , N00038665 , Art Jones (R) , R , IL03 ,      , Y , Y , C , RL ,   
2018, H6TX14132 , N00038807 , Keith Casey (R) , R , TX14 ,      ,   , Y , C , RL ,   
2018, H6TX29056 , N00038831 , Dominique Garcia (D) , D , TX29 ,      ,   , Y , O , DL ,   
2018, H6TX29080 , N00038834 , Robert Schafranek (R) , R , TX29 ,      ,   , Y , O , RL ,   
2018, H6TX33025 , N00038839 , Carlos Quintanilla (D) , D , TX33 ,      ,   , Y , C , DL ,   
2018, H6IL01167 , N00038640 , Howard Brookins Jr (D) , D , IL01 ,      ,   , Y , C , DN ,   
2018, H0AZ03248 , N00009575 , Gene Scharer (D) , D , AZ08 ,      ,   , Y , O , DN ,   
2018, H8IL05073 , N00030240 , Tom Hanson (R) , R , IL05 ,      , Y , Y , C , RL ,   
2018, H4IL18117 , N00031493 , Darrel Miller (D) , D , IL18 ,      ,   , Y , C , DL ,   
2018, H4AZ08066 , N00033703 , Clair Van Steenwyk (R) , R , AZ08 ,      ,   , Y , O , RL ,   
2018, H2IL01182 , N00034027 , Jimmy Lee Tillman (R) , R , IL01 ,      , Y , Y , C , RL ,   
2018, H2MD08175 , N00034065 , George Gluck (3) , 3 , MD06 ,      , Y , Y , O , 3L ,   
2018, H2TX34063 , N00034146 , John Grunwald (R) , R , TX27 ,      ,   , Y , O , RL ,   
2018, S6MD03664 , N00034515 , Arvin Vohra (L) , L , MDS1 ,      , Y , Y , C , 3L ,   
2018, S6FL00442 , N00039471 , Angela Walls-Windhauser (R) , R , FLS1 ,      ,   , Y , C , RN ,   
2018, H6RI02284 , N00040178 , Salvatore Caiozzo (R) , R , RI02 ,      , Y , Y , C , RL ,   
2018, H0TX30032 , N00031346 , Charles Lingerfelt (R) , R , TX05 ,      ,   , Y , O , RL ,   
2018, H2AZ08151 , N00034876 , Stephen Dolgos (R) , R , AZ08 ,      ,   , Y , O , RL ,   
2018, H2MD02285 , N00035041 , Mark Shell (R) , R , MD02 ,      ,   , Y , C , RL ,   
2018, H6CA31159 , N00039752 , Kaisar Ahmed (D) , D , CA31 ,      ,   , Y , C , DL ,   
2018, H0OH13185 , N00042371 , Kyle Steffel (R) , R , OH13 ,      ,   , Y , C , RN ,   
2018, H8AK00140 , N00042372 , Alyse Galvin (D) , D , AK01 ,      , Y , Y , C , DL ,   
2018, H8AL04094 , N00042373 , Lee Auman (D) , D , AL04 ,      , Y , Y , C , DL ,   
2018, H8AL04102 , N00042374 , Anthony Blackmon (R) , R , AL04 ,      ,   , Y , C , RL ,   
2018, H8AZ03159 , N00042375 , Nick Pierson (R) , R , AZ03 ,      , Y , Y , C , RL ,   
2018, H8AZ04140 , N00042376 , David Brill (D) , D , AZ04 ,      , Y , Y , C , DL ,   
2018, H8AZ05170 , N00042377 , Tony Margalis (D) , D , AZ05 ,      ,   , Y , C , DN ,   
2018, H8AZ08208 , N00042378 , Steven Sawdy (R) , R , AZ08 ,      ,   , Y , O , RN ,   
2018, H8AZ08216 , N00042379 , Mark Yates (R) , R , AZ08 ,      ,   , Y , O , RL ,   
2018, H8CA04236 , N00042380 , Mitchell White (R) , R , CA04 ,      ,   , Y , C , RL ,   
2018, H8CA22170 , N00042381 , Brant John-Michael Williams (D) , D , CA22 ,      ,   , Y , C , DN ,   
2018, H8CA22188 , N00042382 , Bill Merryman (L) , L , CA22 ,      ,   , Y , C , 3L ,   
2018, H8CA39216 , N00042383 , Andrew Sarega (R) , R , CA39 ,      ,   , Y , O , RL ,   
2018, H8CA39224 , N00042384 , Bob Huff (R) , R , CA39 ,      ,   , Y , O , RL ,   
2018, H8CA39232 , N00042385 , Shawn Nelson (R) , R , CA39 ,      ,   , Y , O , RL ,   
2018, H8CA39240 , N00042386 , Young Kim (R) , R , CA39 ,      , Y , Y , O , RL ,   
2018, H8CA39257 , N00042387 , Suzi Park Leggett (D) , D , CA39 ,      ,   , Y , O , DL ,   
2018, H8CA39265 , N00042388 , Cybil Steed (D) , D , CA39 ,      ,   , Y , O , DN ,   
2018, H8CA48134 , N00042389 , Deanie Schaarsmith (D) , D , CA48 ,      ,   , Y , C , DL ,   
2018, H8CA49082 , N00042390 , Diane Harkey (R) , R , CA49 ,      , Y , Y , O , RL ,   
2018, H8CA49090 , N00042391 , Kristin Gaspar (R) , R , CA49 ,      ,   , Y , O , RL ,   
2018, H8CA49108 , N00042392 , Brian Maryott (R) , R , CA49 ,      ,   , Y , O , RL ,   
2018, H8CA49116 , N00042393 , Christina Prejean (D) , D , CA49 ,      ,   , Y , O , DN ,   
2018, H8CA49124 , N00036918 , Rocky Chavez (R) , R , CA49 ,      ,   , Y , O , RL ,   
2018, H8CA51054 , N00042395 , John Renison (R) , R , CA51 ,      ,   , Y , C , RL ,   
2018, H8CA52144 , N00042396 , Gabriel Shootman (I) , I , CA52 ,      ,   , Y , C , 3N ,   
2018, H8CO01154 , N00042397 , Saira Rao (D) , D , CO01 ,      ,   , Y , C , DL ,   
2018, H8CO01162 , N00042398 , Casper Stockham (R) , R , CO01 ,      , Y , Y , C , RL ,   
2018, H8CO05163 , N00042399 , Lori Furstenberg (D) , D , CO05 ,      ,   , Y , C , DN ,   
2018, H8FL03046 , N00042400 , Judson Sapp (R) , R , FL03 ,      ,   , Y , C , RL ,   
2018, H8FL04077 , N00042401 , Jason Bulger (I) , I , FL04 ,      , Y , Y , C , 3L ,   
2018, H8FL06130 , N00042402 , John Upchurch (D) , D , FL06 ,      ,   , Y , O , DL ,   
2018, H8FL06148 , N00042403 , Michael Waltz (R) , R , FL06 ,      , Y , Y , O , RW ,   
2018, H8FL06155 , N00042404 , Stephen Sevigny (D) , D , FL06 ,      ,   , Y , O , DL ,   
2018, H8FL07088 , N00042405 , Vennia Francois (R) , R , FL07 ,      ,   , Y , C , RL ,   
2018, H8FL08102 , N00042406 , Sanjay Patel (D) , D , FL08 ,      , Y , Y , C , DL ,   
2018, H8FL14191 , N00042407 , John Crowley (D) , D , FL14 ,      ,   , Y , C , DN ,   
2018, H8FL14209 , N00042408 , Alix Toulme (I) , I , FL14 ,      ,   , Y , C , 3N ,   
2018, H8FL23069 , N00042409 , Stephen Korka (D) , D , FL23 ,      ,   , Y , C , DN ,   
2018, H8FL26054 , N00042410 , Demetries Grimes (D) , D , FL26 ,      ,   , Y , C , DL ,   
2018, H8GA10189 , N00042411 , Bradley Griffin (R) , R , GA10 ,      ,   , Y , C , RL ,   
2018, H8GA12078 , N00042412 , Francys Johnson (D) , D , GA12 ,      , Y , Y , C , DL ,   
2018, H8GA12086 , N00042413 , Gregory Marzett (I) , I , GA12 ,      ,   , Y , C , 3N ,   
2018, H8IL02112 , N00042414 , Patrick Harmon (R) , R , IL02 ,      ,   , Y , C , RL ,   
2018, H8IL02120 , N00042415 , David Merkle (R) , R , IL02 ,      , Y , Y , C , RL ,   
2018, H8IL04175 , N00042416 , Mark Lorch (R) , R , IL04 ,      , Y , Y , O , RL ,   
2018, H8IL04183 , N00042417 , Ruben Sanchez (R) , R , IL04 ,      ,   , Y , O , RN ,   
2018, H8IL04191 , N00042418 , Jay Reyes (R) , R , IL04 ,      ,   ,   , O , RN ,   
2018, H8IL04209 , N00042419 , Mark Wayne Lyons (R) , R , IL04 ,      ,   ,   , O , RN ,   
2018, H8IL04217 , N00042420 , Joe Moreno (D) , D , IL04 ,      ,   , Y , O , DN ,   
2018, H8IL04225 , N00042421 , Neil Rowland Vazquez (D) , D , IL04 ,      ,   ,   , O , DN ,   
2018, H8IL09208 , N00042422 , John Elleson (R) , R , IL09 ,      , Y , Y , C , RL ,   
2018, H8IL09216 , N00041798 , D. Vincent Thomas Jr (R) , R , IL09 ,      ,   ,   , C , RL ,   
2018, H8IL12145 , N00042424 , Charles Koen (D) , D , IL12 ,      ,   ,   , C , DN ,   
2018, H8IL12152 , N00042425 , Randy Auxier (3) , 3 , IL12 ,      , Y , Y , C , 3L ,   
2018, H8IL12160 , N00042426 , Preston Nelson (R) , R , IL12 ,      ,   , Y , C , RL ,   
2018, H8IL13184 , N00042427 , Angel Sides (D) , D , IL13 ,      ,   , Y , C , DL ,   
2018, H8IL14182 , N00042428 , Daniel Roldan-Johnson (D) , D , IL14 ,      ,   , Y , C , DL ,   
2018, H8IL16179 , N00042429 , Jaye Debates (R) , R , IL16 ,      ,   , Y , C , RN ,   
2018, H8IN04223 , N00042430 , Jasen Lave (D) , D , IN06 ,      ,   , Y , O , DL ,   
2018, H8IN04231 , N00036127 , Roger Day (D) , D , IN04 ,      ,   , Y , O , DL ,   
2018, H8IN05188 , N00042432 , Deirdre Thornton (D) , D , IN05 ,      , Y , Y , C , DL ,   
2018, H8IN05196 , N00042433 , Jennifer Christie (D) , D , IN05 ,      ,   , Y , C , DN ,   
2018, H8IN06137 , N00042434 , Tom Ferkinhoff (R) , R , IN06 ,      ,   , Y , O , RN ,   
2018, H8KS02215 , N00042435 , Tyler Tannahill (R) , R , KS02 ,      ,   , Y , O , RN ,   
2018, H8KS03130 , N00036267 , Christopher Clemmons (L) , L , KS03 ,      , Y , Y , C , 3L ,   
2018, H8KY01074 , N00042437 , Paul Walker (D) , D , KY01 ,      , Y , Y , C , DL ,   
2018, H8KY21015 , N00042438 , David Mastrianni (D) , D , NY21 ,      ,   ,   , C , DN ,   
2018, H8MD01219 , N00042439 , Martin Elborn (R) , R , MD01 ,      ,   , Y , C , RL ,   
2018, H8MD01227 , N00042440 , Lamont Taylor (R) , R , MD01 ,      ,   , Y , C , RL ,   
2018, H8MD01235 , N00042441 , Jenica Martin (L) , L , MD01 ,      , Y , Y , C , 3L ,   
2018, H8MD03116 , N00042442 , Adam D. Demarco (D) , D , MD03 ,      ,   , Y , C , DL ,   
2018, H8MD03124 , N00042443 , Eduardo Rosas (D) , D , MD03 ,      ,   , Y , C , DL ,   
2018, H8MD03132 , N00042444 , J. David Evans (R) , R , MD03 ,      ,   , Y , C , RN ,   
2018, H8MD04221 , N00042445 , Dave Bishop (L) , L , MD04 ,      , Y , Y , C , 3L ,   
2018, H8MD05137 , N00042446 , Jacob Pulcher (L) , L , MD05 ,      , Y , Y , C , 3L ,   
2018, H8MD06226 , N00042447 , Brad Rohrs (R) , R , MD06 ,      ,   , Y , O , RL ,   
2018, H8MD06234 , N00042448 , Paul Kenneth Schwartz (D) , D , MD06 ,      ,   , Y , O , DN ,   
2018, H8MD07083 , N00042449 , Richmond Davis (R) , R , MD07 ,      , Y , Y , C , RL ,   
2018, H8MD07091 , N00029521 , Thomas E Harris (R) , R , MD03 ,      ,   , Y , C , RL ,   
2018, H8MD07109 , N00042451 , Anthony Carter (D) , D , MD07 ,      ,   , Y , C , DL ,   
2018, H8MI10108 , N00042452 , Kimberly Bizon (D) , D , MI10 ,      , Y , Y , C , DL ,   
2018, H8MI11353 , N00042453 , Kristine Bonds (R) , R , MI11 ,      ,   , Y , O , RN ,   
2018, H8MI13235 , N00042454 , John Conyers III (D) , D , MI13 ,      ,   , Y , O , DN ,   
2018, H8MN05205 , N00042455 , Joe Kovacs (R) , R , MN05 ,      ,   , Y , C , RN ,   
2018, H8MO03180 , N00042456 , John Kiehne (D) , D , MO03 ,      ,   , Y , C , DN ,   
2018, H8MO04097 , N00042457 , Hallie Thompson (D) , D , MO04 ,      ,   , Y , C , DL ,   
2018, H8MS03125 , N00042458 , Michael Guest (R) , R , MS03 ,      , Y , Y , O , RW ,   
2018, H8MS03133 , N00042459 , Sally Doty (R) , R , MS03 ,      ,   , Y , O , RL ,   
2018, H8MS03141 , N00042460 , Whit Hughes (R) , R , MS03 ,      ,   , Y , O , RL ,   
2018, H8NC08083 , N00042461 , Frank McNeill (D) , D , NC08 ,      , Y , Y , C , DL ,   
2018, H8NH02283 , N00042462 , Lynne Blankenbeker (R) , R , NH02 ,      ,   , Y , C , RL ,   
2018, H8NH02291 , N00042463 , Brian Belanger (R) , R , NH02 ,      ,   , Y , C , RL ,   
2018, H8NJ02182 , N00042464 , Brian Fitzherbert (R) , R , NJ02 ,      ,   , Y , O , RN ,   
2018, H8NJ04196 , N00042465 , Felicia Stoler (R) , R , NJ04 ,      ,   , Y , C , RN ,   
2018, H8NM01455 , N00042466 , Jesse Andrew Heitner (D) , D , NM01 ,      ,   , Y , O , DN ,   
